date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:50:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:36%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-4	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-4	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:36%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-4	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-4	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:36%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-4	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-4	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:36%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:37%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:37%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:37%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:37%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:38%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:38%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:38%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-3	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:38%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:38	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:39%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:39%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:39%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:39%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:40%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:40%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:40%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-2	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:40%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:41%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:41%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:41%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:41%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:41%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:42%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:42%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title-1	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:42%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:42%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-text-for-title	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:43%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:43%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-title-here	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:43%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:43%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/dummy-product-name	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:43%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Feb%202024%2019:50:44%20GMT	https://lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/product-dummy-title	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:44	658041/658041	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b60027a27e511a84efee365b66fdc864%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/3-variable-product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/3-variable-product.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:44	418997/418997	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:5f6f8ba932a748d2b57f8cc93721ff50%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title-2	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title-2.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:45	459736/459736	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:4166b6b9b2ee62642fcbe51aea4831cc%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/1-new-and-sale-badge-product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/1-new-and-sale-badge-product.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:45	425739/425739	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:66971ac97c5cb150a3cf818c25e06757%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/hanes-short-sleeve-beefy-pocket-t-shirt	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/hanes-short-sleeve-beefy-pocket-t-shirt.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:45	423039/423039	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:df0298fb0bdfc9daaff806bfac628c75%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title-3	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title-3.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:45	431601/431601	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b49429c784de4774b7bd881a13b24a5d%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title-1	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title-1.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:46	423631/423631	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:56ab1abb0bf3d8f723dce9bb22f20ab3%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/demo-product-title.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:46	423955/423955	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:9f3e976124c858bfbea36bf69a9e441c%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/11-product-with-video	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/11-product-with-video.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:46	423679/423679	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:e37c309f5c7473a26b2e95b1b8beebde%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/9-without-shortcode-product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/9-without-shortcode-product.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:47	418180/418180	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b4296f7773027b4886d364db87820efd%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/8-countdown-product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/8-countdown-product.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:47	423079/423079	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a88207a5397800d9af7874a92a5c6730%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/7-sample-affiliate-product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/7-sample-affiliate-product.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:47	438677/438677	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:9242851b1d3a6b55ec96bc1d6db3f595%22	https://lezada-fashion.myshopify.com/fr/collections/popular/products/6-variable-with-soldout-product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/collections/popular/products/6-variable-with-soldout-product.html	(from https://lezada-fashion.myshopify.com/fr/collections/popular)
22:50:48	16195/16195	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:3618c491c517e2ccbfa344ef41cfe581%22	https://lezada-fashion.myshopify.com/fr/products/3-variable-product.oembed	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/3-variable-product.oembed	(from https://lezada-fashion.myshopify.com/fr/products/3-variable-product)
22:50:48	769/769	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2027%20Feb%202024%2019:50:48%20GMT	http://pinterest.com/pin/create/button/?url=https://lezada-fashion.myshopify.com/fr/products/3-variable-product&media=http://lezada-fashion.myshopify.com/cdn/shop/products/product_06_d645d3b9-6b49-440f-a4e6-59e031153074_1024x1024.png?v=1557294971&description=3.%20Variable%20product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/pinterest.com/pin/create/button/indexbcc4.html	(from https://lezada-fashion.myshopify.com/fr/products/3-variable-product)
22:50:49	771/771	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2027%20Feb%202024%2019:50:49%20GMT	http://pinterest.com/pin/create/button/?url=https://lezada-fashion.myshopify.com/fr/products/demo-product-title-2&media=http://lezada-fashion.myshopify.com/cdn/shop/products/product_16_43433486-78df-46ac-9a1b-ebf8c408dd3b_1024x1024.png?v=1557296149&description=Demo%20product%20title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/pinterest.com/pin/create/button/index933e.html	(from https://lezada-fashion.myshopify.com/fr/products/demo-product-title-2)
22:50:49	4302/4302	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:801dad3bab1542d78da5760b0a91e497%22	https://lezada-fashion.myshopify.com/fr/products/demo-product-title-2.oembed	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/demo-product-title-2.oembed	(from https://lezada-fashion.myshopify.com/fr/products/demo-product-title-2)
22:50:49	5447/5447	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:7d081d5bc9febb0d4c4943241f022677%22	https://lezada-fashion.myshopify.com/fr/products/1-new-and-sale-badge-product.oembed	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/1-new-and-sale-badge-product.oembed	(from https://lezada-fashion.myshopify.com/fr/products/1-new-and-sale-badge-product)
22:50:49	745/745	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2027%20Feb%202024%2019:50:49%20GMT	http://pinterest.com/pin/create/button/?url=https://lezada-fashion.myshopify.com/fr/products/1-new-and-sale-badge-product&media=http://lezada-fashion.myshopify.com/cdn/shop/products/prduct_02_1024x1024.png?v=1557294871&description=1.%20New%20and%20sale%20badge%20product	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/pinterest.com/pin/create/button/index37eb.html	(from https://lezada-fashion.myshopify.com/fr/products/1-new-and-sale-badge-product)
22:50:49	2300/2300	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:ae6b52c17e9baed52c47d1877a9372e8%22	https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt.oembed	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt.oembed	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:50	847/847	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2027%20Feb%202024%2019:50:50%20GMT	http://pinterest.com/pin/create/button/?url=https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt&media=http://lezada-fashion.myshopify.com/cdn/shop/products/p9_0fb91487-bf13-4fa8-8b57-e3536dcd9296_1024x1024.png?v=1577513297&description=Hanes%20Short%20Sleeve%20Beefy%20Pocket%20T-Shirt	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/pinterest.com/pin/create/button/indexfcb3.html	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:50	389242/389242	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:ea8023f083a9fcae9aae7d3f1950d9df%22	https://lezada-fashion.myshopify.com/fr/products/next-level-mens-t-shirt	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/next-level-mens-t-shirt.html	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:50	398830/398830	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:5a08f576b7cdfcc13e9be7a3428d0a21%22	https://lezada-fashion.myshopify.com/fr/products/mens-x-temp-performance-polo-shirt	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/mens-x-temp-performance-polo-shirt.html	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:51	415942/415942	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a2a54a875db1a659770dc60b16c0eba6%22	https://lezada-fashion.myshopify.com/fr/products/mens-classic-jersey-t-shirt	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/mens-classic-jersey-t-shirt.html	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:51	413888/413888	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:50dac302a091c1b3460ec9f67a8cfbfc%22	https://lezada-fashion.myshopify.com/fr/products/mens-classic-jersey	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/mens-classic-jersey.html	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:51	371144/371144	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a349da18ae9d8ac698447c5ddfd148fe%22	https://lezada-fashion.myshopify.com/fr/products/mens-big-and-tall-short-sleeve-moisture	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/mens-big-and-tall-short-sleeve-moisture.html	(from https://lezada-fashion.myshopify.com/fr/products/hanes-short-sleeve-beefy-pocket-t-shirt)
22:50:53	771/771	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2027%20Feb%202024%2019:50:52%20GMT	http://pinterest.com/pin/create/button/?url=https://lezada-fashion.myshopify.com/fr/products/demo-product-title-3&media=http://lezada-fashion.myshopify.com/cdn/shop/products/product_17_2899c873-551b-4864-8c78-8157c33ee289_1024x1024.png?v=1557296190&description=Demo%20product%20title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/pinterest.com/pin/create/button/index56d7.html	(from https://lezada-fashion.myshopify.com/fr/products/demo-product-title-3)
22:50:53	4221/4221	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:dc1e82d9cf9768cf0891ffe5e76c3b1a%22	https://lezada-fashion.myshopify.com/fr/products/demo-product-title-3.oembed	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/demo-product-title-3.oembed	(from https://lezada-fashion.myshopify.com/fr/products/demo-product-title-3)
22:50:53	771/771	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2027%20Feb%202024%2019:50:53%20GMT	http://pinterest.com/pin/create/button/?url=https://lezada-fashion.myshopify.com/fr/products/demo-product-title-1&media=http://lezada-fashion.myshopify.com/cdn/shop/products/product_15_b33f31aa-678a-4047-a13b-c50091838aa0_1024x1024.png?v=1557296094&description=Demo%20product%20title	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/pinterest.com/pin/create/button/indexf136.html	(from https://lezada-fashion.myshopify.com/fr/products/demo-product-title-1)
22:50:53	5170/5170	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:5a1b7e084050dbce1f0343492323addb%22	https://lezada-fashion.myshopify.com/fr/products/demo-product-title-1.oembed	C:/Users/akter/source/repos/ShoppingWeb/ShoppingTemplate/lezada-fashion.myshopify.com/fr/products/demo-product-title-1.oembed	(from https://lezada-fashion.myshopify.com/fr/products/demo-product-title-1)
